"ciso_primary_key","mailpieceid","parcelidcode","detailsequence","createdtimestamp","mailerid","sourceid","ServiceTypeCode","applicationid","constructcode","mailclasscode","USPSDimensionalHeight","USPSDimensionalLength","USPSDimensionalWidth","customerrecordstartdate","delinked","MID_LAST_UPD_USERID","MID_LAST_UPD_DATE","CRID","CRID_cmra_flag","CRID_msp_flag","UBK","icr","ict_filedate","manifest","manifest_createdtimestamp","manifestid","icr_or_manifest","spef","prtnrscan_createdtimestamp","prtnrscan_eventcode","symbology_mismatch","scanned","firstscan_createdtimestamp","firstscan_eventcode","firstscan_zipcode","firstscan_Longitude","firstscan_Latitude","firstscan_CITY","firstscan_STATECODE","firstscan_STATENAME","firstscan_COUNTYNM","startacceptancezipcode","startacceptance_Longitude","startacceptance_Latitude","startacceptance_CITY","startacceptance_STATECODE","startacceptance_COUNTYNM","deliveryzipcode","ptsaddressid","destaddress_zipcode","destaddress_CITY","destaddress_STATENAME","destaddress_STATECODE","destaddress_Longitude","destaddress_Latitude","ptsphysicaladdressid","physaddress_zipcode","physaddress_CITY","physaddress_STATENAME","ptsreturnaddressid","returnaddress_zipcode","returnaddress_CITY","returnaddress_STATENAME","returnaddress_STATECODE","firstscan_dest_zone","start_dest_zone","firstscan_zone_gt_start_zone","firstzip_startzip_diff"
4200478129932,"82508a3ef751521e1fc986d40564598f9980622bdc2216198a61927ea7b93a7a","0022b186f1ac3959a9ca947bdc1395dd70fbce264abad0bf0991f33b08a46767","03245469",2024-05-01 14:53:52,"b16d52d366660f8adba229df94ecaf64e93e97719755c7f66834dfe7f4a13e1f",NA,"001",92,"C01","G0",1.57,11.22,13.39,2014-09-12,NA,"839989ffd393e106625ce019cc2b0e24dc09cae6da66b7e5535eed882a5f568c",2015-03-31,"af08156d7eff27c34ae924e9a3b135c8edf56a53ebcd4f566a345bad0e80a186","N","N","1206cbc5084659d5fbb868a5d77b85da04f2dcfa6de46df847e7a4c9e541862e",0,NA,1,2024-05-01 14:53:52,"f4d780d355f076039ebbb029e7c8c73cd9702baea8ede096e7b1999c7cd7aa93",1,0,NA,NA,NA,1,2024-05-01 15:02:21,"10","37950",-84.022662,35.944694,"Knoxville","TN","Tennessee","Knox","37950",-84.022662,35.944694,"Knoxville","TN","Knox","99037","2325b91ccb562f963b20f1d6b8b278072f93d370814cd96c97ad768d1188ba05","99037","Veradale","Washington","WA",-117.195238,47.644452,"2325b91ccb562f963b20f1d6b8b278072f93d370814cd96c97ad768d1188ba05","99037","Veradale","Washington",NA,NA,NA,NA,NA,8,8,0,FALSE
4200478129933,"baf0fbf16a9a66510b0ab7483fd3719dea528eb460b91457e25ff74286b2bdfe","a0aca25c1d22e75290d7109e75d81e74228b0cde9815ea9d2b13743907becf9c","03248927",2024-05-01 14:53:52,"b16d52d366660f8adba229df94ecaf64e93e97719755c7f66834dfe7f4a13e1f",NA,"001",92,"C01","G0",2.17,11.65,9.29,2014-09-12,NA,"839989ffd393e106625ce019cc2b0e24dc09cae6da66b7e5535eed882a5f568c",2015-03-31,"af08156d7eff27c34ae924e9a3b135c8edf56a53ebcd4f566a345bad0e80a186","N","N","1206cbc5084659d5fbb868a5d77b85da04f2dcfa6de46df847e7a4c9e541862e",0,NA,1,2024-05-01 14:53:52,"f4d780d355f076039ebbb029e7c8c73cd9702baea8ede096e7b1999c7cd7aa93",1,0,NA,NA,NA,1,2024-05-01 15:07:27,"10","37950",-84.022662,35.944694,"Knoxville","TN","Tennessee","Knox","37950",-84.022662,35.944694,"Knoxville","TN","Knox","30102","5e882a83a67d78c32c32ecb8a0f8254884331df48f10367cb1da08589bbd0e41","30102","Acworth","Georgia","GA",-84.614194,34.097324,"5e882a83a67d78c32c32ecb8a0f8254884331df48f10367cb1da08589bbd0e41","30102","Acworth","Georgia",NA,NA,NA,NA,NA,2,2,0,FALSE
4200478129938,"f7f080b9ba0f99d2d8cba0183109450955c74597c6463072146c6537d38f1ab0","f1352298ce7499cfdfb94c6d85a6c96241c0ee9e89889f38e9d3b55d9086b3d1","15220680",2024-05-01 01:01:41,"06e76797493d90184ee60dcdf05764ecc6d31e2845aa5ded1b2884c1422205aa",NA,"001",92,"C03","G0",2.36,13.94,12.64,2014-09-25,NA,"56c4a184af1ebe3f10c645b68dcbfc2684f2253c96f6a84dbb4e41a4f332cd55",2022-01-14,"ed7d4eb815edafb625c4f0eea49563fc9e34697bf5686466d8b9e0632a6e76cd","N","N","dfb86bd2dc104dc00f53d47ee70c76d06babde52f37251919b14e626d7dc9d6a",0,NA,1,2024-05-01 01:01:41,"1f2f35f0412a71e871c615063adf20d2dc352239abb6bba4ebbf32f1eec7e49a",1,0,NA,NA,NA,1,2024-05-01 16:26:05,"10","43218",-83.012341,39.966616,"Columbus","OH","Ohio","Franklin","43125",-82.879107,39.844452,"Groveport","OH","Franklin","63385","3f64dab1936ba9350010b1993f920347e4cfb40ff23cc23d5e00b29720a22ffb","63385","Wentzville","Missouri","MO",-90.860524,38.798044,"3f64dab1936ba9350010b1993f920347e4cfb40ff23cc23d5e00b29720a22ffb","63385","Wentzville","Missouri","5569325c9650ea396e62e9dcb7ca3acf99f2c8d37f36e49dcc821a708b271588","43137","Lockbourne","Ohio","OH",4,4,0,TRUE
4200478129939,"0d7144d9fe41b88242662013b504e43979fe4785faf7fd478f2c1e604d56de3f","4fef7325371a6e742c7fe3063cb344c0aed84ab71c6132eebe5b9aa8e90197c0","15221205",2024-05-01 16:11:04,"06e76797493d90184ee60dcdf05764ecc6d31e2845aa5ded1b2884c1422205aa",NA,"001",92,"C03","G0",3.15,20.55,14.09,2014-09-25,NA,"56c4a184af1ebe3f10c645b68dcbfc2684f2253c96f6a84dbb4e41a4f332cd55",2022-01-14,"ed7d4eb815edafb625c4f0eea49563fc9e34697bf5686466d8b9e0632a6e76cd","N","N","dfb86bd2dc104dc00f53d47ee70c76d06babde52f37251919b14e626d7dc9d6a",0,NA,1,2024-05-02 01:37:40,"c90a635e0ef69e0879ae03bcfdc5a8cffde8b62186480e6938db12847952f91a",1,0,NA,NA,NA,1,2024-05-01 16:11:04,"10","43218",-83.012341,39.966616,"Columbus","OH","Ohio","Franklin","43125",-82.879107,39.844452,"Groveport","OH","Franklin","89511","df741a30e90894bfb41a253d11d836617d3f510324cba1015acfcf6a7304be4c","89511","Reno","Nevada","NV",-119.75183,39.382155,"df741a30e90894bfb41a253d11d836617d3f510324cba1015acfcf6a7304be4c","89511","Reno","Nevada","5569325c9650ea396e62e9dcb7ca3acf99f2c8d37f36e49dcc821a708b271588","43137","Lockbourne","Ohio","OH",8,8,0,TRUE
4200478129940,"03a9cd5a4f69037e0dd30bb74b24310bc12a1ab530d2a99a6dff68f9bbee5738","0428dee918b7cb6aa5873ee16aca29f95d18a4fa65e7574c4666d6217f2ac8db","15225920",2024-05-01 16:11:01,"06e76797493d90184ee60dcdf05764ecc6d31e2845aa5ded1b2884c1422205aa",NA,"001",92,"C03","G0",2.17,11.77,9.49,2014-09-25,NA,"56c4a184af1ebe3f10c645b68dcbfc2684f2253c96f6a84dbb4e41a4f332cd55",2022-01-14,"ed7d4eb815edafb625c4f0eea49563fc9e34697bf5686466d8b9e0632a6e76cd","N","N","dfb86bd2dc104dc00f53d47ee70c76d06babde52f37251919b14e626d7dc9d6a",0,NA,1,2024-05-02 01:37:40,"c90a635e0ef69e0879ae03bcfdc5a8cffde8b62186480e6938db12847952f91a",1,0,NA,NA,NA,1,2024-05-01 16:11:01,"10","43218",-83.012341,39.966616,"Columbus","OH","Ohio","Franklin","43125",-82.879107,39.844452,"Groveport","OH","Franklin","39465","d2bcb8802284f86a283676f16c962dfef96226b4b22fd2aa239719fbbb657c50","39465","Petal","Mississippi","MS",-89.1891,31.34004,"d2bcb8802284f86a283676f16c962dfef96226b4b22fd2aa239719fbbb657c50","39465","Petal","Mississippi","5569325c9650ea396e62e9dcb7ca3acf99f2c8d37f36e49dcc821a708b271588","43137","Lockbourne","Ohio","OH",5,5,0,TRUE
4200478129941,"8e8844d088da43ba2415573f929e9fd52d4d6f3cce351193a35d8e1bf2e472f7","f4e25a486dd0e7c91c83f00bd19eb8adbde9c85df38c157edf90fef1460ca631","02768175",2024-05-01 11:17:20,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",0.2,8.27,12.99,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 11:17:20,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55372","83c4f140678f9dcfde4c6ee3f1c2888a149c3dc2c6d672349d8c95581d047de6","55372","Prior Lake","Minnesota","MN",-93.39976,44.683929,"54c8e64e31ed0efe38f30d05797f638cab27f28988bad7cfaa68791b916f0d7c","55372","Prior Lake","Minnesota",NA,NA,NA,NA,NA,1,1,0,FALSE
4200478129942,"6e56dcc0929cbbc0c7f5fab2b83337802a2f28e7fe22d5bb1e7b822c8811e231","f7ccdb77debb5b348e2e62fe0db8a18fb4715bcea76cfddd762e3ebc00029bbc","02849829",2024-05-01 11:57:29,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",0.2,6.3,12.4,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 11:57:29,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55423","dec52c9e74e95d41e506a87fe8db195f96fed5d6d49a4c8acd27a97bf2ce62d1","55423","Minneapolis","Minnesota","MN",-93.28685,44.876412,"dec52c9e74e95d41e506a87fe8db195f96fed5d6d49a4c8acd27a97bf2ce62d1","55423","Minneapolis","Minnesota",NA,NA,NA,NA,NA,1,1,0,FALSE
4200478129943,"e3f974a7c1dbb445c3fc462a03bd197f143a0947004151ed78087a8196c3d4d6","747f0156110647fd6f994598220b765d7bece4b968bb6f7a09426c9585d4dd96","02851433",2024-05-01 11:12:18,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",0.2,10.24,6.5,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 11:12:18,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55345","7e1ce99eefa6b43f6ad45e57ffb93ae9466cf789a54a799376f91cfd927f4922","55345","Minnetonka","Minnesota","MN",-93.482675,44.921543,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,FALSE
4200478129944,"d42c1f2ca0063c7cdb5263b4b27cdf0f4e0f74037b0fd6062fbb308e2eee08f9","f75f53f144e28aa5ec7932a28ad5f7244c39f1092bef06abae4c60ed91dfd2cb","02853727",2024-05-01 11:17:18,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",0.2,7.68,12.99,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 11:17:18,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55112","0c06fe14a6d2cf1c59eb66fb7526b48ec66a6bc45bf063a75cf70bffa05e0b22","55112","Saint Paul","Minnesota","MN",-93.1872,45.07938,"0c06fe14a6d2cf1c59eb66fb7526b48ec66a6bc45bf063a75cf70bffa05e0b22","55112","Saint Paul","Minnesota",NA,NA,NA,NA,NA,1,1,0,FALSE
4200478129945,"e317cc6890a2dd677e4dd801c776b123ab5b01af460d7e0b0ffdcdf97cd40177","3b2d1112513ced61d56eb51dbfc32c5a853f22cfc293f0af2a5563fe29c814b5","02855301",2024-05-01 11:20:03,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C04","G0",0.2,13.78,7.48,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 11:22:19,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55421","444dc52d58cc4633644d7ca166e83e80d168c102eea9b784a992552cf5e1fd91","55421","Minneapolis","Minnesota","MN",-93.24438,45.05112,"444dc52d58cc4633644d7ca166e83e80d168c102eea9b784a992552cf5e1fd91","55421","Minneapolis","Minnesota",NA,NA,NA,NA,NA,1,1,0,FALSE
4200478129946,"5926fda968ccadcbf5918851a2ca59ca57ec15b8eec25abf737a7aba132e91b3","c1c9ae70be3b2bba2328c120f75f565d930d42eb6a38e9f8d96660c6b0f6b73e","02859439",2024-05-01 11:12:19,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",0.2,11.61,6.89,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 11:12:19,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55068","5cc73b02cdfe1ee77b950f12c953c8367096f687dfcb9a281e4f1d9a075f208f","55068","Rosemount","Minnesota","MN",-93.077394,44.746607,"5cc73b02cdfe1ee77b950f12c953c8367096f687dfcb9a281e4f1d9a075f208f","55068","Rosemount","Minnesota",NA,NA,NA,NA,NA,1,1,0,FALSE
4200478129947,"703132daab0cb6af82b99b8cc2c5344f1296368237b617168da9409689661c97","ad311c51a31a85cdda730e933fee3534ddc7985d14b33a3e87170c151c3e50ec","02859842",2024-05-01 11:17:18,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",0.2,12.01,6.69,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 11:17:18,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55056","f854e5ead56479974b2b9f90e353afddd791d2df278fe36f84e041913c24b3a4","55056","North Branch","Minnesota","MN",-92.8779,45.50448,"f854e5ead56479974b2b9f90e353afddd791d2df278fe36f84e041913c24b3a4","55056","North Branch","Minnesota",NA,NA,NA,NA,NA,1,1,0,FALSE
4200478129948,"8b5be2ae4ba7c43cb96660622801921a93bfb3f9ddb7b83f277fb83e51b49c89","0b7e30146a84c0ddd08a71736e90773fb2d90a4667ec965af37f0a1fa682dd4f","02909813",2024-05-01 12:42:34,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",0.2,12.99,6.5,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 12:42:34,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","56339","b7318dde34e3dea4313baae9334b86b1b5c70f9d3d47ae872f4ee87773f158de","56339","Hoffman","Minnesota","MN",-95.793251,45.83041,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,FALSE
4200478129949,"04eee145f4db4f5d383f6b1e35d691b9a42c378e3425af0738bb69e9b06a586d","51c1f6c3db3edb020232925b8adcc04fa06ee79ffede87674976dfe8519a54be","02911731",2024-05-01 11:07:15,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",0.2,8.66,12.4,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 11:07:15,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55311","a93060bbecf8c83d0efc4cf607360d4e628bbf16b05e4765bdff6c328d8f4882","55311","Maple Grove","Minnesota","MN",-93.48666,45.1188,"a93060bbecf8c83d0efc4cf607360d4e628bbf16b05e4765bdff6c328d8f4882","55311","Maple Grove","Minnesota",NA,NA,NA,NA,NA,1,1,0,FALSE
4200478129950,"b55c5003a5957b9f10231905fa04b7438f902838e70f08f6e243de4cef31bd5d","dc1fd29e6454dbd46b755e4b7fa5d033267fbcf429628c3dfb2ebe48d37b673b","02914565",2024-05-01 11:02:19,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",0.2,10.83,9.84,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 11:02:19,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","56003","d6f381a5f3a99ad774e8bb53cea71223d69168167905ce1591149be25048e726","56003","Mankato","Minnesota","MN",-94.056217,44.185763,"d6f381a5f3a99ad774e8bb53cea71223d69168167905ce1591149be25048e726","56003","Mankato","Minnesota",NA,NA,NA,NA,NA,2,2,0,FALSE
4200478129951,"1be9cf2682f6fcb412fb42ec49d1f02cc6b6f232f434c409ccf608c749f6cf44","1e7eb8863b0fe348a09058f33e95f67b74be04d65e41fcc36a358ae94013c19d","02914602",2024-05-01 11:02:19,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",0.2,12.6,7.68,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 11:02:19,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55109","172932216049eb7dee063c756f7c0ac00bcdda21d9c0cfd64b454ee1abf0236b","55109","Saint Paul","Minnesota","MN",-93.029187,45.013271,"172932216049eb7dee063c756f7c0ac00bcdda21d9c0cfd64b454ee1abf0236b","55109","Saint Paul","Minnesota",NA,NA,NA,NA,NA,1,1,0,FALSE
4200478129952,"651dca2783b95af486bb6aebc38eb57e031b1a369374508b14b3ff81d6f1f1f1","cea85743c32e327e269a0f162c9c59b589eb55ade36a7ba7923546d920f5c91b","02914855",2024-05-01 11:02:19,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",0.2,12.01,6.69,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 11:02:19,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55364","c7c5022654847b33340ec3c4162771ec4bf7b826e9862de8ed2e4f9a18b75faf","55364","Mound","Minnesota","MN",-93.66291,44.935114,"c7c5022654847b33340ec3c4162771ec4bf7b826e9862de8ed2e4f9a18b75faf","55364","Mound","Minnesota",NA,NA,NA,NA,NA,1,1,0,FALSE
4200478129953,"42843b3cc91b23da326ea4e308bad6faa6be41eed7a9c54df0635743caf25376","7c41e0f9087f98ff25e3ed4a958eb0d7f183979cb020f2fd32fd9de41ff75e63","02919072",2024-05-01 13:59:39,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",NA,NA,NA,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 13:59:39,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55305","453d2855c7bf29335109a6d31388fd128797ae9297265109fff180ec5cb0c81b","55305","Hopkins","Minnesota","MN",-93.42666,44.95248,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,FALSE
4200478129954,"48c1b150c04505f0995c4570a03b473233cab2f3c3a9fa6fd282efbf0c400f64","6f2fa859f55b42dbfa275f12215837a55bd1526a3f3e190397b83447dbc3822b","02979205",2024-05-01 13:44:31,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",0.1,11.7,6.8,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 13:44:31,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55077","0e7a72578e5b925562c23a24bea08409cd297a2cbe0c6fed1bd46bc2f91837f1","55077","Inver Grove Heights","Minnesota","MN",-93.07693,44.839723,"27fcb0ebc21a9c150d284532142d55f15b7fcaa04d890e8b7225263e95cb88a7","55077","Inver Grove Heights","Minnesota",NA,NA,NA,NA,NA,1,1,0,FALSE
4200478129955,"2f9bd734e88346b4aefc96d60a7d654418b395b0d9f446222e4675fd6059610f","e619d8da38674ee3d63128c28f93ed537346de852c9f5bf423998ae926fab664","02984018",2024-05-01 14:14:38,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",0.2,6.54,12.64,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 14:14:38,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55401","8ef7db7319afb72d8edd309031c167059570e294f86f6c238a6f95551b1625a8","55401","Minneapolis","Minnesota","MN",-93.270181,44.984777,"5acd0b7993167072af070028342fd0282b5807c2aa3019856ea58cc8e622fed5","55401","Minneapolis","Minnesota",NA,NA,NA,NA,NA,1,1,0,FALSE
4200478129956,"645f4c1df7180f7e79ac938142d3139984a1b7de89ca7e7882dc896514d7c0e0","9e99e0bbfff3bfc619395bd74259babc847c6f4432d6f69c3d2356d08ac6d01b","02986098",2024-05-01 14:14:36,"79e4f51048e4ce14ec24a9b87aa597d58c1b96c1bba24f37e76debb99ec546ae",NA,"001",92,"C01","G0",NA,NA,NA,2014-12-08,NA,"cb08c3aadb90d44ff0f9f04fbf10a35f9f88aeb5f75197da2111f33b24a7cfc3",2014-10-24,"cef434343f530d35962afd2e62070b6704e4146d9325cfeaf8634ecb8028381f","N","N","f416dd68ea9391f109e539b3a7901ff679f864ad9e32efa1fbc10598b7cf68ce",0,NA,0,NA,NA,0,0,NA,NA,NA,1,2024-05-01 14:14:36,"10","55401",-93.270181,44.984777,"Minneapolis","MN","Minnesota","Hennepin","55401",-93.270181,44.984777,"Minneapolis","MN","Hennepin","55432","02282e464cd64fb03cc596e59824b516998049204bd40926d0f09f275bf73da2","55432","Minneapolis","Minnesota","MN",-93.254963,45.09864,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,FALSE
